length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time
12,0,2,3,7,1,0,3.251629167,0,1,0,0,0
21,0,3,5,10,4,0,3.916126947,0,1,0,739,6940
15,0,3,4,9,0,1,3.506890596,0,1,0,0,0
11,0,3,3,7,0,0,3.459431619,0,1,0,0,0
31,0,4,5,15,7,2,4.373551149,0,1,0,0,3652
13,0,2,3,9,0,0,3.180832987,0,1,0,0,0
13,0,2,3,9,0,0,3.085055103,0,1,0,0,0
13,0,2,3,9,0,0,3.39274741,0,1,0,0,0
11,0,3,3,7,0,0,3.459431619,0,1,0,0,0
11,0,4,4,6,0,0,3.459431619,0,1,0,0,0
11,0,3,4,6,0,0,3.277613437,0,1,0,0,0
11,0,3,3,7,0,0,3.277613437,0,1,0,0,0
10,0,1,2,7,0,0,3.121928095,0,1,0,0,0
11,0,3,4,6,0,0,3.277613437,0,1,0,0,0
17,4,3,6,10,0,0,3.057476076,0.933333333,1,2,50,7305
15,0,4,6,8,0,0,3.456564762,0,1,0,0,0
14,0,4,5,8,0,0,3.664497779,0,1,0,0,0
14,0,2,3,5,4,1,3.521640636,0,1,0,0,0
13,0,2,5,7,0,0,2.87314068,0,1,0,0,0
11,0,4,4,6,0,0,3.459431619,0,1,0,0,0
17,2,4,6,10,0,0,3.572469459,1,1,1,247,6575
16,0,4,5,9,0,0,3.5,0,1,0,0,0
11,0,2,4,6,0,0,3.027169118,0,1,0,0,0
15,0,3,5,8,0,1,3.323231429,0,1,0,0,0
21,0,5,8,10,0,1,3.784941827,0,1,0,0,0
15,3,3,5,9,0,0,3.189898095,0.944444444,1,1,7514,0
23,0,3,9,13,0,0,3.24052826,0,1,0,0,0
23,0,3,10,12,0,0,3.120750543,0,1,0,0,0
23,0,3,9,13,0,0,3.24052826,0,1,0,0,0
23,0,3,9,13,0,0,3.08358737,0,1,0,0,0
21,0,4,7,13,0,0,3.653756708,0,1,0,0,0
12,0,4,4,7,0,0,3.418295834,0,1,0,0,0
13,0,3,5,7,0,0,3.026986833,0,1,0,0,0
16,0,4,6,8,0,1,3.577819531,0,1,0,0,0
15,0,4,5,8,0,1,3.773557262,0,1,0,0,0
15,0,4,4,9,0,1,3.773557262,0,1,0,0,0
16,0,4,6,9,0,0,3.5,0,1,0,0,0
18,0,4,9,7,0,1,3.392147224,0,1,0,0,0
12,0,4,5,6,0,0,3.418295834,0,1,0,0,0
18,2,4,6,10,0,0,3.239097918,1,1,1,7206,3287
18,0,3,6,9,0,1,3.239097918,0,1,0,0,0
22,0,4,8,12,0,0,3.572623664,0,1,0,0,0
14,0,3,6,7,0,0,3.182005815,0,1,0,0,0
14,0,3,4,9,0,0,3.521640636,0,1,0,0,0
12,0,3,4,7,0,0,3.084962501,0,1,0,0,0
22,0,3,7,13,0,0,3.697845823,0,1,0,0,0
11,0,2,3,7,0,0,2.913977073,0,1,0,0,0
11,0,2,4,3,3,0,3.027169118,0,1,0,0,0
21,0,4,7,12,0,1,3.463280518,0,1,0,0,0
13,0,4,6,6,0,0,3.238901257,0,1,0,0,0
13,0,4,6,6,0,0,3.238901257,0,1,0,0,0
10,0,2,3,6,0,0,2.921928095,0,1,0,0,0
12,0,5,5,5,0,0,3.418295834,0,1,0,0,0
15,0,3,6,8,0,0,3.373557262,0,1,0,0,0
10,0,2,3,6,0,0,2.721928095,0,1,0,0,0
11,0,3,4,6,0,0,3.277613437,0,1,0,0,0
18,0,4,7,10,0,0,3.836591668,0,1,0,0,0
23,2,5,10,11,0,0,3.675310869,1,1,0,3,0
12,2,3,4,6,0,0,3.251629167,1,1,2,396,1461
19,0,4,7,10,0,0,3.511085408,0,1,0,0,0
11,0,3,3,7,0,0,3.459431619,0,1,0,0,0
14,0,2,3,9,0,1,3.664497779,0,1,0,0,0
11,0,3,4,6,0,0,3.095795255,0,1,0,0,0
11,0,2,2,8,0,0,3.277613437,0,1,0,0,0
15,3,3,5,9,0,0,3.640223929,0.957138452,1,1,3,0
16,3,5,6,9,0,0,3.625,0.8,1,1,20,3653
19,0,3,5,11,0,1,3.721611724,0,1,0,0,0
9,0,3,4,4,0,0,2.947702779,0,1,0,0,0
7,0,1,1,4,1,0,2.807354922,0,1,0,0,0
7,0,0,0,6,0,0,2.807354922,0,1,0,0,0
11,0,2,3,7,0,0,3.095795255,0,1,0,0,0
15,0,3,5,9,0,0,3.506890596,0,1,0,0,0
21,0,4,7,12,0,0,3.820888851,0,1,0,0,0
10,0,2,2,7,0,0,3.121928095,0,1,0,0,0
10,0,3,4,5,0,0,3.121928095,0,1,0,0,0
16,0,3,6,9,0,0,3.280639062,0,1,0,0,0
15,0,3,5,9,0,0,3.189898095,0,1,0,0,0
22,0,5,9,10,0,1,3.732158891,0,1,0,0,0
17,0,4,5,9,0,1,3.499227547,0,1,0,0,0
11,0,3,4,6,0,0,3.277613437,0,1,0,0,0
13,0,4,5,7,0,0,3.39274741,0,1,0,0,0
13,0,3,4,8,0,0,3.546593564,0,1,0,0,0
13,0,3,4,8,0,0,3.546593564,0,1,0,0,0
9,0,1,2,6,0,0,2.725480557,0,1,0,0,0
11,0,3,4,6,0,0,3.095795255,0,1,0,0,0
13,0,2,4,8,0,0,3.085055103,0,1,0,0,0
13,0,2,4,7,0,0,2.565448372,0,0,0,0,2192
11,0,3,4,6,0,0,3.277613437,0,1,0,0,0
11,0,2,2,8,0,0,3.277613437,0,1,0,0,0
11,0,3,3,7,0,0,3.277613437,0,1,0,0,0
11,0,2,3,7,0,0,3.095795255,0,1,0,0,0
7,2,1,1,5,0,0,2.807354922,1,1,1,1184,0
15,0,2,5,9,0,0,3.106890596,0,1,0,0,0
19,0,3,5,12,0,0,3.536886724,0,1,0,51,3287
19,0,4,6,11,0,0,3.536886724,0,1,0,0,0
17,2,3,6,10,0,0,3.572469459,1,1,1,336,4383
21,0,3,5,14,0,0,3.332095399,0,1,0,0,0
18,0,3,3,9,5,0,3.947702779,0,1,0,0,0
19,0,4,5,12,0,0,3.576617645,0,1,0,0,0
17,0,4,5,10,0,0,3.499227547,0,1,0,0,0
20,2,4,8,11,0,0,3.303701696,1,1,0,0,730
17,2,3,5,11,0,0,3.292770194,1,1,1,10,1826
